"No.","Time","Source","Destination","Protocol","Length","Info"
"6066","38.767806","104.44.200.242","192.168.10.162","UDP","105","3480  >  35920 Len=63"
"6067","38.769340","104.44.200.242","192.168.10.162","UDP","770","3480  >  35920 Len=728"
"6068","38.769340","104.44.200.242","192.168.10.162","UDP","769","3480  >  35920 Len=727"
"6069","38.769342","104.44.200.242","192.168.10.162","UDP","386","3480  >  35920 Len=344"
"6070","38.769342","104.44.200.242","192.168.10.162","UDP","386","3480  >  35920 Len=344"
"6071","38.769342","104.44.200.242","192.168.10.162","UDP","384","3480  >  35920 Len=342"
"6072","38.769342","104.44.200.242","192.168.10.162","UDP","786","3480  >  35920 Len=744"
"6073","38.769342","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"6074","38.781282","104.44.200.242","192.168.10.162","UDP","390","3480  >  35920 Len=348"
"6075","38.785539","104.44.200.242","192.168.10.162","UDP","119","3480  >  35920 Len=77"
"6078","38.809320","104.44.200.242","192.168.10.162","UDP","165","3480  >  35920 Len=123"
"6079","38.814380","104.44.200.242","192.168.10.162","UDP","371","3480  >  35920 Len=329"
"6081","38.818864","104.44.200.242","192.168.10.162","UDP","387","3480  >  35920 Len=345"
"6083","38.832270","104.44.200.242","192.168.10.162","UDP","114","3480  >  35920 Len=72"
"6084","38.832270","104.44.200.242","192.168.10.162","UDP","105","3480  >  35920 Len=63"
"6085","38.832271","104.44.200.242","192.168.10.162","UDP","208","3480  >  35920 Len=166"
"6088","38.858076","104.44.200.242","192.168.10.162","UDP","102","3480  >  35920 Len=60"
"6089","38.858077","104.44.200.242","192.168.10.162","UDP","105","3480  >  35920 Len=63"
"6092","38.882052","104.44.200.242","192.168.10.162","UDP","460","3480  >  35920 Len=418"
"6093","38.882052","104.44.200.242","192.168.10.162","UDP","352","3480  >  35920 Len=310"
"6094","38.882053","104.44.200.242","192.168.10.162","UDP","476","3480  >  35920 Len=434"
"6095","38.882053","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"6096","38.882324","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"6099","38.916626","104.44.200.242","192.168.10.162","UDP","168","3480  >  35920 Len=126"
"6100","38.916627","104.44.200.242","192.168.10.162","UDP","105","3480  >  35920 Len=63"
"6103","38.952658","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"6104","38.952659","104.44.200.242","192.168.10.162","UDP","534","3480  >  35920 Len=492"
"6107","38.955890","104.44.200.242","192.168.10.162","UDP","336","3480  >  35920 Len=294"
"6108","38.955891","104.44.200.242","192.168.10.162","UDP","550","3480  >  35920 Len=508"
"6109","38.955891","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"6110","38.960868","104.44.200.242","192.168.10.162","UDP","243","3480  >  35920 Len=201"
"6115","38.996153","104.44.200.242","192.168.10.162","UDP","777","3480  >  35920 Len=735"
"6116","38.997031","104.44.200.242","192.168.10.162","UDP","554","3480  >  35920 Len=512"
"6117","38.999759","104.44.200.242","192.168.10.162","UDP","793","3480  >  35920 Len=751"
"6118","39.000190","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"6119","39.001140","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"6120","39.003769","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"6122","39.008565","104.44.200.242","192.168.10.162","UDP","336","3480  >  35920 Len=294"
"6126","39.051416","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"6127","39.063373","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"6131","39.088502","104.44.200.242","192.168.10.162","UDP","658","3480  >  35920 Len=616"
"6132","39.088504","104.44.200.242","192.168.10.162","UDP","658","3480  >  35920 Len=616"
"6133","39.088505","104.44.200.242","192.168.10.162","UDP","348","3480  >  35920 Len=306"
"6134","39.088505","104.44.200.242","192.168.10.162","UDP","347","3480  >  35920 Len=305"
"6135","39.088505","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"6136","39.088505","104.44.200.242","192.168.10.162","UDP","674","3480  >  35920 Len=632"
"6137","39.088506","104.44.200.242","192.168.10.162","UDP","116","3480  >  35920 Len=74"
"6138","39.088506","104.44.200.242","192.168.10.162","UDP","268","3480  >  35920 Len=226"
"6142","39.122825","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"6145","39.136067","104.44.200.242","192.168.10.162","UDP","1009","3480  >  35920 Len=967"
"6146","39.140640","104.44.200.242","192.168.10.162","UDP","1009","3480  >  35920 Len=967"
"6147","39.140640","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"6148","39.141194","104.44.200.242","192.168.10.162","UDP","353","3480  >  35920 Len=311"
"6149","39.142079","104.44.200.242","192.168.10.162","UDP","353","3480  >  35920 Len=311"
"6150","39.144468","104.44.200.242","192.168.10.162","UDP","352","3480  >  35920 Len=310"
"6152","39.151539","104.44.200.242","192.168.10.162","UDP","1025","3480  >  35920 Len=983"
"6153","39.151539","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"6158","39.188328","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"6159","39.188435","104.44.200.242","192.168.10.162","UDP","454","3480  >  35920 Len=412"
"6160","39.195359","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"6161","39.205480","104.44.200.242","192.168.10.162","UDP","1096","3480  >  35920 Len=1054"
"6163","39.208199","104.44.200.242","192.168.10.162","UDP","484","3480  >  35920 Len=442"
"6165","39.215677","104.44.200.242","192.168.10.162","UDP","1112","3480  >  35920 Len=1070"
"6166","39.215678","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"6170","39.256391","104.44.200.242","192.168.10.162","UDP","399","3480  >  35920 Len=357"
"6171","39.256392","104.44.200.242","192.168.10.162","UDP","123","3480  >  35920 Len=81"
"6173","39.271641","104.44.200.242","192.168.10.162","UDP","1025","3480  >  35920 Len=983"
"6174","39.274633","104.44.200.242","192.168.10.162","UDP","338","3480  >  35920 Len=296"
"6177","39.278405","104.44.200.242","192.168.10.162","UDP","338","3480  >  35920 Len=296"
"6178","39.282962","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"6190","39.394800","104.44.200.242","192.168.10.162","UDP","1033","3480  >  35920 Len=991"
"6191","39.394804","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"6192","39.394804","104.44.200.242","192.168.10.162","UDP","230","3480  >  35920 Len=188"
"6193","39.394804","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"6194","39.394805","104.44.200.242","192.168.10.162","UDP","1113","3480  >  35920 Len=1071"
"6195","39.394806","104.44.200.242","192.168.10.162","UDP","436","3480  >  35920 Len=394"
"6196","39.394807","104.44.200.242","192.168.10.162","UDP","436","3480  >  35920 Len=394"
"6197","39.394808","104.44.200.242","192.168.10.162","UDP","1129","3480  >  35920 Len=1087"
"6198","39.394808","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"6199","39.394808","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"6200","39.394809","104.44.200.242","192.168.10.162","UDP","103","3480  >  35920 Len=61"
"6201","39.394809","104.44.200.242","192.168.10.162","UDP","431","3480  >  35920 Len=389"
"6202","39.404407","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"6205","39.444714","104.44.200.242","192.168.10.162","UDP","1075","3480  >  35920 Len=1033"
"6207","39.457615","104.44.200.242","192.168.10.162","UDP","1074","3480  >  35920 Len=1032"
"6208","39.457615","104.44.200.242","192.168.10.162","UDP","116","3480  >  35920 Len=74"
"6209","39.459359","104.44.200.242","192.168.10.162","UDP","390","3480  >  35920 Len=348"
"6210","39.462437","104.44.200.242","192.168.10.162","UDP","390","3480  >  35920 Len=348"
"6212","39.473240","104.44.200.242","192.168.10.162","UDP","390","3480  >  35920 Len=348"
"6213","39.476462","104.44.200.242","192.168.10.162","UDP","114","3480  >  35920 Len=72"
"6217","39.489279","104.44.200.242","192.168.10.162","UDP","389","3480  >  35920 Len=347"
"6218","39.497306","104.44.200.242","192.168.10.162","UDP","1091","3480  >  35920 Len=1049"
"6219","39.497307","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"6220","39.504444","104.44.200.242","192.168.10.162","UDP","629","3480  >  35920 Len=587"
"6222","39.505012","104.44.200.242","192.168.10.162","UDP","201","3480  >  35920 Len=159"
"6223","39.505013","104.44.200.242","192.168.10.162","UDP","327","3480  >  35920 Len=285"
"6225","39.508179","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"6226","39.509043","104.44.200.242","192.168.10.162","UDP","343","3480  >  35920 Len=301"
"6227","39.509167","104.44.200.242","192.168.10.162","UDP","103","3480  >  35920 Len=61"
"6228","39.509167","104.44.200.242","192.168.10.162","UDP","260","3480  >  35920 Len=218"
"6229","39.509167","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"6230","39.509935","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"6233","39.551826","104.44.200.242","192.168.10.162","UDP","333","3480  >  35920 Len=291"
"6234","39.552114","104.44.200.242","192.168.10.162","UDP","412","3480  >  35920 Len=370"
"6235","39.552116","104.44.200.242","192.168.10.162","UDP","428","3480  >  35920 Len=386"
"6236","39.552116","104.44.200.242","192.168.10.162","UDP","102","3480  >  35920 Len=60"
"6237","39.553295","104.44.200.242","192.168.10.162","UDP","350","3480  >  35920 Len=308"
"6238","39.553295","104.44.200.242","192.168.10.162","UDP","137","3480  >  35920 Len=95"
"6242","39.614194","104.44.200.242","192.168.10.162","UDP","993","3480  >  35920 Len=951"
"6243","39.618280","104.44.200.242","192.168.10.162","UDP","985","3480  >  35920 Len=943"
"6244","39.618283","104.44.200.242","192.168.10.162","UDP","369","3480  >  35920 Len=327"
"6245","39.618283","104.44.200.242","192.168.10.162","UDP","115","3480  >  35920 Len=73"
"6246","39.619712","104.44.200.242","192.168.10.162","UDP","105","3480  >  35920 Len=63"
"6247","39.623396","104.44.200.242","192.168.10.162","UDP","368","3480  >  35920 Len=326"
"6248","39.624646","104.44.200.242","192.168.10.162","UDP","1001","3480  >  35920 Len=959"
"6249","39.624646","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"6253","39.628037","104.44.200.242","192.168.10.162","UDP","1172","3480  >  35920 Len=1130"
"6254","39.633203","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"6301","40.207247","104.44.200.242","192.168.10.162","STUN","146","Binding Request user: cTe7:D2bo"
"6302","40.207248","104.44.200.242","192.168.10.162","UDP","969","3480  >  35920 Len=927"
"6303","40.207248","104.44.200.242","192.168.10.162","UDP","969","3480  >  35920 Len=927"
"6304","40.207251","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"6305","40.207252","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"6306","40.207252","104.44.200.242","192.168.10.162","UDP","968","3480  >  35920 Len=926"
"6307","40.207253","104.44.200.242","192.168.10.162","UDP","389","3480  >  35920 Len=347"
"6308","40.207253","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"6309","40.207253","104.44.200.242","192.168.10.162","UDP","389","3480  >  35920 Len=347"
"6310","40.207254","104.44.200.242","192.168.10.162","UDP","985","3480  >  35920 Len=943"
"6311","40.207255","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"6312","40.207255","104.44.200.242","192.168.10.162","UDP","524","3480  >  35920 Len=482"
"6313","40.207256","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"6314","40.207256","104.44.200.242","192.168.10.162","UDP","1009","3480  >  35920 Len=967"
"6315","40.207257","104.44.200.242","192.168.10.162","UDP","244","3480  >  35920 Len=202"
"6316","40.207257","104.44.200.242","192.168.10.162","UDP","1008","3480  >  35920 Len=966"
"6317","40.207258","104.44.200.242","192.168.10.162","UDP","118","3480  >  35920 Len=76"
"6318","40.207258","104.44.200.242","192.168.10.162","UDP","393","3480  >  35920 Len=351"
"6319","40.213922","104.44.200.242","192.168.10.162","UDP","393","3480  >  35920 Len=351"
"6320","40.213924","104.44.200.242","192.168.10.162","UDP","105","3480  >  35920 Len=63"
"6321","40.213924","104.44.200.242","192.168.10.162","UDP","1025","3480  >  35920 Len=983"
"6322","40.213925","104.44.200.242","192.168.10.162","UDP","572","3480  >  35920 Len=530"
"6323","40.214962","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"6324","40.214963","104.44.200.242","192.168.10.162","UDP","311","3480  >  35920 Len=269"
"6325","40.214964","104.44.200.242","192.168.10.162","UDP","304","3480  >  35920 Len=262"
"6326","40.214964","104.44.200.242","192.168.10.162","UDP","327","3480  >  35920 Len=285"
"6327","40.214965","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"6328","40.214965","104.44.200.242","192.168.10.162","UDP","256","3480  >  35920 Len=214"
"6329","40.214966","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"6330","40.214966","104.44.200.242","192.168.10.162","UDP","527","3480  >  35920 Len=485"
"6331","40.214970","104.44.200.242","192.168.10.162","UDP","352","3480  >  35920 Len=310"
"6332","40.214970","104.44.200.242","192.168.10.162","UDP","351","3480  >  35920 Len=309"
"6333","40.214971","104.44.200.242","192.168.10.162","UDP","543","3480  >  35920 Len=501"
"6334","40.214971","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"6335","40.214972","104.44.200.242","192.168.10.162","UDP","104","3480  >  35920 Len=62"
"6336","40.214973","104.44.200.242","192.168.10.162","UDP","433","3480  >  35920 Len=391"
"6337","40.214973","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"6338","40.214974","104.44.200.242","192.168.10.162","UDP","120","3480  >  35920 Len=78"
"6339","40.214974","104.44.200.242","192.168.10.162","UDP","1060","3480  >  35920 Len=1018"
"6340","40.214975","104.44.200.242","192.168.10.162","UDP","418","3480  >  35920 Len=376"
"6341","40.214975","104.44.200.242","192.168.10.162","UDP","417","3480  >  35920 Len=375"
"6342","40.214975","104.44.200.242","192.168.10.162","UDP","1076","3480  >  35920 Len=1034"
"6343","40.214976","104.44.200.242","192.168.10.162","UDP","166","3480  >  35920 Len=124"
"6344","40.214977","104.44.200.242","192.168.10.162","UDP","167","3480  >  35920 Len=125"
"6345","40.215572","104.44.200.242","192.168.10.162","UDP","1125","3480  >  35920 Len=1083"
"6346","40.215573","104.44.200.242","192.168.10.162","UDP","1124","3480  >  35920 Len=1082"
"6347","40.215576","104.44.200.242","192.168.10.162","UDP","304","3480  >  35920 Len=262"
"6348","40.215577","104.44.200.242","192.168.10.162","UDP","166","3480  >  35920 Len=124"
"6349","40.216040","104.44.200.242","192.168.10.162","UDP","1047","3480  >  35920 Len=1005"
"6350","40.216041","104.44.200.242","192.168.10.162","UDP","1047","3480  >  35920 Len=1005"
"6351","40.216044","104.44.200.242","192.168.10.162","UDP","1047","3480  >  35920 Len=1005"
"6352","40.216045","104.44.200.242","192.168.10.162","UDP","168","3480  >  35920 Len=126"
"6353","40.216046","104.44.200.242","192.168.10.162","UDP","157","3480  >  35920 Len=115"
"6378","40.546309","104.44.200.242","192.168.10.162","UDP","1047","3480  >  35920 Len=1005"
"6379","40.546310","104.44.200.242","192.168.10.162","UDP","143","3480  >  35920 Len=101"
"6380","40.546310","104.44.200.242","192.168.10.162","UDP","512","3480  >  35920 Len=470"
"6381","40.546311","104.44.200.242","192.168.10.162","UDP","512","3480  >  35920 Len=470"
"6382","40.546311","104.44.200.242","192.168.10.162","UDP","1063","3480  >  35920 Len=1021"
"6383","40.546312","104.44.200.242","192.168.10.162","UDP","159","3480  >  35920 Len=117"
"6384","40.546312","104.44.200.242","192.168.10.162","UDP","125","3480  >  35920 Len=83"
"6385","40.546312","104.44.200.242","192.168.10.162","UDP","1004","3480  >  35920 Len=962"
"6386","40.546312","104.44.200.242","192.168.10.162","UDP","406","3480  >  35920 Len=364"
"6387","40.547950","104.44.200.242","192.168.10.162","UDP","1149","3480  >  35920 Len=1107"
"6388","40.547950","104.44.200.242","192.168.10.162","UDP","116","3480  >  35920 Len=74"
"6389","40.556504","104.44.200.242","192.168.10.162","UDP","1149","3480  >  35920 Len=1107"
"6390","40.556505","104.44.200.242","192.168.10.162","UDP","124","3480  >  35920 Len=82"
"6391","40.556505","104.44.200.242","192.168.10.162","UDP","1149","3480  >  35920 Len=1107"
"6392","40.556507","104.44.200.242","192.168.10.162","UDP","172","3480  >  35920 Len=130"
"6393","40.556507","104.44.200.242","192.168.10.162","UDP","427","3480  >  35920 Len=385"
"6394","40.556507","104.44.200.242","192.168.10.162","UDP","427","3480  >  35920 Len=385"
"6395","40.556507","104.44.200.242","192.168.10.162","UDP","162","3480  >  35920 Len=120"
"6396","40.556507","104.44.200.242","192.168.10.162","UDP","427","3480  >  35920 Len=385"
"6397","40.556508","104.44.200.242","192.168.10.162","UDP","1165","3480  >  35920 Len=1123"
"6398","40.556508","104.44.200.242","192.168.10.162","UDP","131","3480  >  35920 Len=89"
"6399","40.556509","104.44.200.242","192.168.10.162","UDP","1005","3480  >  35920 Len=963"
"6400","40.556509","104.44.200.242","192.168.10.162","UDP","790","3480  >  35920 Len=748"
"6401","40.556509","104.44.200.242","192.168.10.162","UDP","105","3480  >  35920 Len=63"
"6402","40.556509","104.44.200.242","192.168.10.162","UDP","790","3480  >  35920 Len=748"
"6403","40.556510","104.44.200.242","192.168.10.162","UDP","123","3480  >  35920 Len=81"
"6404","40.556510","104.44.200.242","192.168.10.162","UDP","439","3480  >  35920 Len=397"
"6405","40.556510","104.44.200.242","192.168.10.162","UDP","439","3480  >  35920 Len=397"
"6406","40.556510","104.44.200.242","192.168.10.162","UDP","806","3480  >  35920 Len=764"
"6407","40.556510","104.44.200.242","192.168.10.162","UDP","159","3480  >  35920 Len=117"
"6408","40.556510","104.44.200.242","192.168.10.162","UDP","736","3480  >  35920 Len=694"
"6409","40.556511","104.44.200.242","192.168.10.162","UDP","735","3480  >  35920 Len=693"
"6410","40.556511","104.44.200.242","192.168.10.162","UDP","445","3480  >  35920 Len=403"
"6411","40.558653","104.44.200.242","192.168.10.162","UDP","793","3480  >  35920 Len=751"
"6412","40.558653","104.44.200.242","192.168.10.162","UDP","792","3480  >  35920 Len=750"
"6413","40.558654","104.44.200.242","192.168.10.162","UDP","157","3480  >  35920 Len=115"
"6414","40.558654","104.44.200.242","192.168.10.162","UDP","171","3480  >  35920 Len=129"
"6415","40.558656","104.44.200.242","192.168.10.162","UDP","360","3480  >  35920 Len=318"
"6416","40.558656","104.44.200.242","192.168.10.162","UDP","156","3480  >  35920 Len=114"
"6417","40.558656","104.44.200.242","192.168.10.162","UDP","360","3480  >  35920 Len=318"
"6418","40.558656","104.44.200.242","192.168.10.162","UDP","360","3480  >  35920 Len=318"
"6419","40.558656","104.44.200.242","192.168.10.162","UDP","809","3480  >  35920 Len=767"
"6420","40.558657","104.44.200.242","192.168.10.162","UDP","165","3480  >  35920 Len=123"
"6421","40.558657","104.44.200.242","192.168.10.162","UDP","564","3480  >  35920 Len=522"
"6422","40.559874","104.44.200.242","192.168.10.162","UDP","903","3480  >  35920 Len=861"
"6423","40.559875","104.44.200.242","192.168.10.162","UDP","894","3480  >  35920 Len=852"
"6424","40.559875","104.44.200.242","192.168.10.162","UDP","100","3480  >  35920 Len=58"
"6425","40.559875","104.44.200.242","192.168.10.162","UDP","497","3480  >  35920 Len=455"
"6426","40.559876","104.44.200.242","192.168.10.162","UDP","911","3480  >  35920 Len=869"
"6427","40.559877","104.44.200.242","192.168.10.162","UDP","101","3480  >  35920 Len=59"
"6428","40.559877","104.44.200.242","192.168.10.162","UDP","127","3480  >  35920 Len=85"
"6429","40.559877","104.44.200.242","192.168.10.162","UDP","735","3480  >  35920 Len=693"
"6430","40.559878","104.44.200.242","192.168.10.162","UDP","843","3480  >  35920 Len=801"
"6431","40.559878","104.44.200.242","192.168.10.162","UDP","172","3480  >  35920 Len=130"
"6432","40.559878","104.44.200.242","192.168.10.162","UDP","843","3480  >  35920 Len=801"
"6433","40.561018","104.44.200.242","192.168.10.162","UDP","407","3480  >  35920 Len=365"
"6434","40.561018","104.44.200.242","192.168.10.162","UDP","406","3480  >  35920 Len=364"
"6435","40.561019","104.44.200.242","192.168.10.162","UDP","168","3480  >  35920 Len=126"
"6437","40.562839","104.44.200.242","192.168.10.162","UDP","859","3480  >  35920 Len=817"
"6438","40.562840","104.44.200.242","192.168.10.162","UDP","709","3480  >  35920 Len=667"
"6439","40.562841","104.44.200.242","192.168.10.162","UDP","152","3480  >  35920 Len=110"
"6440","40.562841","104.44.200.242","192.168.10.162","UDP","747","3480  >  35920 Len=705"
"6441","40.562841","104.44.200.242","192.168.10.162","UDP","521","3480  >  35920 Len=479"
"6442","40.562842","104.44.200.242","192.168.10.162","UDP","763","3480  >  35920 Len=721"
"6443","40.562842","104.44.200.242","192.168.10.162","UDP","121","3480  >  35920 Len=79"
"6444","40.562842","104.44.200.242","192.168.10.162","UDP","840","3480  >  35920 Len=798"
"6445","40.562843","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"6446","40.562843","104.44.200.242","192.168.10.162","UDP","863","3480  >  35920 Len=821"
"6447","40.562843","104.44.200.242","192.168.10.162","UDP","429","3480  >  35920 Len=387"
"6448","40.562843","104.44.200.242","192.168.10.162","UDP","105","3480  >  35920 Len=63"
"6449","40.562843","104.44.200.242","192.168.10.162","UDP","429","3480  >  35920 Len=387"
"6450","40.562844","104.44.200.242","192.168.10.162","UDP","879","3480  >  35920 Len=837"
"6451","40.562844","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"6452","40.562844","104.44.200.242","192.168.10.162","UDP","540","3480  >  35920 Len=498"
"6453","40.562844","104.44.200.242","192.168.10.162","UDP","105","3480  >  35920 Len=63"
"6454","40.562844","104.44.200.242","192.168.10.162","UDP","1006","3480  >  35920 Len=964"
"6455","40.563231","104.44.200.242","192.168.10.162","UDP","427","3480  >  35920 Len=385"
"6456","40.564831","104.44.200.242","192.168.10.162","UDP","426","3480  >  35920 Len=384"
"6457","40.564832","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"6459","40.571508","104.44.200.242","192.168.10.162","UDP","1022","3480  >  35920 Len=980"
"6460","40.572320","104.44.200.242","192.168.10.162","UDP","309","3480  >  35920 Len=267"
"6461","40.572322","104.44.200.242","192.168.10.162","UDP","116","3480  >  35920 Len=74"
"6464","40.605562","104.44.200.242","192.168.10.162","UDP","1012","3480  >  35920 Len=970"
"6465","40.606221","104.44.200.242","192.168.10.162","UDP","524","3480  >  35920 Len=482"
"6467","40.623007","104.44.200.242","192.168.10.162","UDP","1020","3480  >  35920 Len=978"
"6468","40.623008","104.44.200.242","192.168.10.162","STUN","122","Binding Success Response XOR-MAPPED-ADDRESS: 88.201.137.108:1040"
"6469","40.623008","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"6470","40.623008","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"6471","40.623009","104.44.200.242","192.168.10.162","UDP","296","3480  >  35920 Len=254"
"6476","40.660587","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"6480","40.684966","104.44.200.242","192.168.10.162","UDP","742","3480  >  35920 Len=700"
"6484","40.711812","104.44.200.242","192.168.10.162","UDP","430","3480  >  35920 Len=388"
"6485","40.718415","104.44.200.242","192.168.10.162","UDP","758","3480  >  35920 Len=716"
"6486","40.718416","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"6487","40.718416","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"6488","40.718416","104.44.200.242","192.168.10.162","UDP","422","3480  >  35920 Len=380"
"6489","40.718418","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"6490","40.718418","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"6492","40.738233","104.44.200.242","192.168.10.162","UDP","1021","3480  >  35920 Len=979"
"6493","40.739893","104.44.200.242","192.168.10.162","UDP","426","3480  >  35920 Len=384"
"6494","40.741624","104.44.200.242","192.168.10.162","UDP","425","3480  >  35920 Len=383"
"6497","40.748319","104.44.200.242","192.168.10.162","UDP","1037","3480  >  35920 Len=995"
"6498","40.748321","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"6499","40.748321","104.44.200.242","192.168.10.162","UDP","295","3480  >  35920 Len=253"
"6500","40.752270","104.44.200.242","192.168.10.162","UDP","149","3480  >  35920 Len=107"
"6505","40.791917","104.44.200.242","192.168.10.162","UDP","159","3480  >  35920 Len=117"
"6508","40.811191","104.44.200.242","192.168.10.162","UDP","149","3480  >  35920 Len=107"
"6511","40.832927","104.44.200.242","192.168.10.162","UDP","1185","3480  >  35920 Len=1143"
"6512","40.832929","104.44.200.242","192.168.10.162","UDP","431","3480  >  35920 Len=389"
"6513","40.832929","104.44.200.242","192.168.10.162","UDP","430","3480  >  35920 Len=388"
"6514","40.834416","104.44.200.242","192.168.10.162","UDP","1201","3480  >  35920 Len=1159"
"6515","40.843618","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"6516","40.843619","104.44.200.242","192.168.10.162","UDP","446","3480  >  35920 Len=404"
"6517","40.843619","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"6523","40.889850","104.44.200.242","192.168.10.162","UDP","1102","3480  >  35920 Len=1060"
"6524","40.897836","104.44.200.242","192.168.10.162","UDP","369","3480  >  35920 Len=327"
"6525","40.901442","104.44.200.242","192.168.10.162","UDP","368","3480  >  35920 Len=326"
"6526","40.905619","104.44.200.242","192.168.10.162","UDP","1118","3480  >  35920 Len=1076"
"6527","40.905620","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"6528","40.905622","104.44.200.242","192.168.10.162","UDP","101","3480  >  35920 Len=59"
"6530","40.907837","104.44.200.242","192.168.10.162","UDP","159","3480  >  35920 Len=117"
"6531","40.911954","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"6532","40.911954","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"6535","40.946773","104.44.200.242","192.168.10.162","UDP","1020","3480  >  35920 Len=978"
"6536","40.947913","104.44.200.242","192.168.10.162","UDP","404","3480  >  35920 Len=362"
"6537","40.948994","104.44.200.242","192.168.10.162","UDP","404","3480  >  35920 Len=362"
"6538","40.954602","104.44.200.242","192.168.10.162","UDP","1036","3480  >  35920 Len=994"
"6539","40.955395","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"6540","40.955396","104.44.200.242","192.168.10.162","UDP","225","3480  >  35920 Len=183"
"6541","40.955397","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"6542","40.964376","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"6548","40.988768","104.44.200.242","192.168.10.162","UDP","780","3480  >  35920 Len=738"
"6549","41.004085","104.44.200.242","192.168.10.162","UDP","780","3480  >  35920 Len=738"
"6552","41.032154","104.44.200.242","192.168.10.162","UDP","358","3480  >  35920 Len=316"
"6553","41.032154","104.44.200.242","192.168.10.162","UDP","357","3480  >  35920 Len=315"
"6554","41.032156","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"6555","41.032156","104.44.200.242","192.168.10.162","UDP","796","3480  >  35920 Len=754"
